gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1880620979	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/13983272	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.474216	33.703427	244.0						2018-06-29T19:21:00Z	29	6	2018	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	13983272			2018-07-02T16:22:31Z	CC_BY_NC_4_0	Katerina	Katerina			2018-12-06T13:17:39.752Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1697740842	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621535	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.936856	35.156765							1928-07-25T00:00:00Z	25	7	1928	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621535	452	Identified by the collector		CC_BY_4_0	Moscow State University	Syreyschikov D.			2019-01-04T20:02:35.772Z	STILLIMAGE	COUNTRY_MISMATCH
1697740838	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621553	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.610626	33.491345											3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621553		Tihomirov V.	1959-01-30T00:00:00Z	CC_BY_4_0	Moscow State University	anonymous			2019-01-04T20:02:35.831Z	STILLIMAGE	COUNTRY_MISMATCH
1697740833	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621543	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.837902	34.993451							1976-09-14T00:00:00Z	14	9	1976	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621543		Identified by the collector		CC_BY_4_0	Moscow State University	Shvedchikova N.			2019-01-04T20:02:48.884Z	STILLIMAGE	COUNTRY_MISMATCH
1697740832	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621541	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.887134	34.126282							1957-07-15T00:00:00Z	15	7	1957	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621541		Identified by the collector		CC_BY_4_0	Moscow State University	Grosset G.			2019-01-04T20:02:36.008Z	STILLIMAGE	COUNTRY_MISMATCH
1697740831	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621548	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.027557	35.01154							1927-07-30T00:00:00Z	30	7	1927	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621548		Identified by the collector		CC_BY_4_0	Moscow State University	Rybakova T.			2019-01-04T20:02:49.354Z	STILLIMAGE	COUNTRY_MISMATCH
1697740829	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621547	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.027557	35.01154							1927-07-30T00:00:00Z	30	7	1927	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621547	29	Identified by the collector		CC_BY_4_0	Moscow State University	Rybakova T.			2019-01-04T20:02:49.359Z	STILLIMAGE	COUNTRY_MISMATCH
1697740828	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621549	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.027557	35.01154							1927-07-30T00:00:00Z	30	7	1927	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621549		Identified by the collector		CC_BY_4_0	Moscow State University	Rybakova T.			2019-01-04T20:02:49.585Z	STILLIMAGE	COUNTRY_MISMATCH
1697740827	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621542	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.837902	34.993451							1976-09-14T00:00:00Z	14	9	1976	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621542		Identified by the collector		CC_BY_4_0	Moscow State University	Shvedchikova N.			2019-01-04T20:02:48.646Z	STILLIMAGE	COUNTRY_MISMATCH
1697740826	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621540	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.527047	34.011354							2003-11-04T00:00:00Z	4	11	2003	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621540		Seryogin A.		CC_BY_4_0	Moscow State University	Abramova L.|Volkova P.			2019-01-04T20:02:35.663Z	STILLIMAGE	COUNTRY_MISMATCH
1697740825	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621552	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.928835	35.171013							1929-07-30T00:00:00Z	30	7	1929	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621552	964	Identified by the collector		CC_BY_4_0	Moscow State University	Syreyschikov D.			2019-01-04T20:02:48.638Z	STILLIMAGE	COUNTRY_MISMATCH
1697740824	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621538	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.588878	34.33219							1956-07-13T00:00:00Z	13	7	1956	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621538		Identified by the collector		CC_BY_4_0	Moscow State University	Shvedchikova N.|Kurchenko E.			2019-01-04T20:02:35.755Z	STILLIMAGE	COUNTRY_MISMATCH
1697740822	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621551	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.392423	36.473751											3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621551		Milutin S.		CC_BY_4_0	Moscow State University	[anonymous]			2019-01-04T20:02:49.420Z	STILLIMAGE	COUNTRY_MISMATCH;COORDINATE_ROUNDED
1697740819	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621544	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.519184	34.243312							1961-08-02T00:00:00Z	2	8	1961	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621544		Identified by the collector		CC_BY_4_0	Moscow State University	Aralova N.			2019-01-04T20:02:48.655Z	STILLIMAGE	COUNTRY_MISMATCH
1697740817	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621555	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.683759	34.426003							1932-08-17T00:00:00Z	17	8	1932	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621555		Vinogradova V.		CC_BY_4_0	Moscow State University	Poplavskaya G.			2019-01-04T20:02:35.925Z	STILLIMAGE	COUNTRY_MISMATCH
1697740815	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621545	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.391667	32.497222							2008-08-14T00:00:00Z	14	8	2008	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621545	T-1117	Identified by the collector		CC_BY_4_0	Moscow State University	Seregin A.|Seregina I.			2019-01-04T20:02:35.971Z	STILLIMAGE	COUNTRY_MISMATCH
1697740814	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621546	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.499371	34.160453							1981-09-10T00:00:00Z	10	9	1981	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621546		Identified by the collector		CC_BY_4_0	Moscow State University	Lukina E.			2019-01-04T20:02:48.637Z	STILLIMAGE	COUNTRY_MISMATCH
1697740808	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621537	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.567633	34.062724							1962-08-28T00:00:00Z	28	8	1962	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621537	134	Shvedchikova N.	1991-03-01T00:00:00Z	CC_BY_4_0	Moscow State University	[Laricheva]			2019-01-04T20:02:49.274Z	STILLIMAGE	COUNTRY_MISMATCH
1697740807	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621529	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.715289	34.392872							1926-07-05T00:00:00Z	5	7	1926	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621529		Identified by the collector		CC_BY_4_0	Moscow State University	Stefanskaya V.			2019-01-04T20:02:36.047Z	STILLIMAGE	COUNTRY_MISMATCH
1697740804	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621554	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.403879	34.002879							1907-07-01T00:00:00Z		7	1907	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621554		Tihomirov V.	1957-04-01T00:00:00Z	CC_BY_4_0	Moscow State University	anonymous			2019-01-04T20:02:48.595Z	STILLIMAGE	COUNTRY_MISMATCH
1697740785	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621533	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.505556	33.816667							2003-09-13T00:00:00Z	13	9	2003	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621533	T-484	Identified by the collector		CC_BY_4_0	Moscow State University	Seregin A.|Privalova I.			2019-01-04T20:02:48.572Z	STILLIMAGE	COUNTRY_MISMATCH
1697740784	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621530	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.827996	34.804859							2001-09-09T00:00:00Z	9	9	2001	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621530		Identified by the collector		CC_BY_4_0	Moscow State University	Shvedchikova N.			2019-01-04T20:02:48.597Z	STILLIMAGE	COUNTRY_MISMATCH
1697740746	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621531	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.602232	33.465686							2001-09-12T00:00:00Z	12	9	2001	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621531	T-132	Schwedtschicova N.K.		CC_BY_4_0	Moscow State University	Seregin A.			2019-01-04T20:02:35.926Z	STILLIMAGE	COUNTRY_MISMATCH
1697740745	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621536	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.70856	33.870699							1968-07-08T00:00:00Z	8	7	1968	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621536	86	Tihomirov V.		CC_BY_4_0	Moscow State University	Alexeev E.			2019-01-04T20:02:48.591Z	STILLIMAGE	COUNTRY_MISMATCH
1697740743	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621539	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.564453	34.335108							1956-07-13T00:00:00Z	13	7	1956	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621539		Identified by the collector		CC_BY_4_0	Moscow State University	Shvedchikova N.|Kurchenko E.			2019-01-04T20:02:36.003Z	STILLIMAGE	COUNTRY_MISMATCH;COORDINATE_ROUNDED
1421197664	cd6e21c8-9e8a-493a-8a76-fbf7862069e5	http://specimens.kew.org/herbarium/K000782236	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA	In regione deserta et inculta prope coloniam Rosenthal.	061b4f20-f241-11da-a328-b8a03c50a862	44.89	34.14							1900-07-01T00:00:00Z	1	7	1900	3034742	3034742	PRESERVED_SPECIMEN	K	Herbarium	K000782236	617	Halácsy		CC_BY_4_0		Callier, A.			2018-12-08T20:03:08.907Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84
